propertyid,latitude,longitude,bedrooms,bathrooms,averagedailyrateusd,rating_overall,rating_communication,rating_accuracy,rating_cleanliness,rating_checkin,rating_location,rating_value,reservationdays1,reservationdays2,reservationdays3,reservationdays4,reservationdays5,reservationdays6,reservationdays7,reservationdays8,reservationdays9,reservationdays10,reservationdays11,reservationdays12,nmon,gift
10747219,37.797821,-122.41521,1,1.0,216.57001,97,10,10,10,10,10,9,4.6666665,8.666667,21.333334,8.5,15.5,12.5,17.0,22.5,22.5,23.5,11.0,10.0,27,1
943023,37.847668,-122.28847,1,1.0,66.139999,97,10,9,10,10,9,10,9.0,8.0,4.3333335,7.0,11.0,4.0,6.0,2.3333333,2.0,11.5,0.0,7.0,26,0
13262513,38.009892,-122.50953,1,1.0,188.85001,99,10,10,10,10,10,10,26.0,17.0,25.5,25.0,15.0,21.5,23.0,31.0,28.0,17.0,22.0,22.0,20,0
12092179,37.79044,-122.41043,0,1.0,183.03,92,10,9,9,10,10,9,16.5,28.0,10.0,27.0,28.0,26.0,27.0,29.0,24.0,23.0,25.0,8.5,16,1
7403177,37.612949,-122.47301,0,1.0,164.8,99,10,10,10,10,10,10,7.6666665,6.0,12.0,11.5,17.5,18.0,21.0,15.0,12.0,7.0,13.333333,12.333333,29,0
17830288,37.860527,-122.25442,1,1.0,125.75,99,10,10,10,10,10,10,25.0,24.0,14.0,4.0,17.0,13.0,31.0,31.0,17.0,18.0,16.0,19.0,13,0
9590125,37.757198,-122.42362,1,1.0,174.73,94,10,9,10,10,10,9,12.0,12.0,15.0,3.5,5.0,7.0,6.0,9.5,9.0,11.0,6.5,7.5,24,0
10841004,37.895996,-122.27377,1,1.0,350.0,100,10,10,10,10,10,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,0
82059,37.511848,-122.26019,1,1.0,92.669998,98,10,10,10,10,10,10,9.5,9.25,7.0,9.666667,10.666667,24.333334,21.666666,24.25,9.5,15.75,11.25,4.75,44,0
17590102,37.768475,-122.42516,1,1.0,137.36,99,10,10,10,10,10,10,27.0,27.0,14.5,26.0,26.0,15.0,27.0,17.0,15.0,10.0,10.0,20.0,13,0
7648059,38.093437,-122.58469,1,1.0,76.889999,98,10,10,10,10,10,10,9.333333,9.0,5.0,5.5,16.0,15.5,21.0,15.333333,22.5,21.0,10.0,12.0,28,0
4654063,37.529072,-121.93118,2,1.0,136.14,100,10,10,10,10,10,10,20.0,18.0,14.0,14.0,27.0,30.0,13.0,18.5,19.0,12.0,16.0,16.666666,24,0
12432084,37.838619,-122.22495,1,1.0,209.64999,99,10,10,10,10,10,10,0.0,2.0,14.5,0.0,0.0,1.0,3.5,7.0,3.0,4.0,2.5,0.5,22,0
9340841,37.901886,-122.63977,0,1.0,189.91,96,10,10,10,10,10,10,8.5,5.0,12.333333,12.5,14.5,21.5,15.0,13.5,22.0,16.0,14.0,27.5,23,0
6528165,37.553623,-122.33409,0,1.0,254.42,100,10,10,10,10,10,10,23.333334,19.333334,21.0,27.5,20.333334,24.666666,21.666666,27.666666,21.0,19.666666,20.0,11.0,35,0
15257460,37.77293,-122.2621,1,1.0,158.32001,98,10,10,10,10,10,10,20.5,21.0,19.5,15.0,19.0,16.0,25.0,26.0,18.0,8.0,15.0,19.0,18,0
15337013,37.838234,-122.2588,2,1.0,170.07001,98,10,10,10,10,10,10,26.0,27.5,24.0,27.0,27.0,28.0,25.0,31.0,26.0,14.5,22.0,29.5,18,0
242571,37.715183,-122.4331,2,1.0,193.45,87,10,9,9,10,8,9,14.666667,11.666667,14.666667,18.666666,21.0,18.666666,19.0,24.0,15.5,14.25,19.25,4.6666665,40,0
11479776,37.707466,-122.48048,1,1.0,114.15,91,10,10,9,10,10,9,19.0,21.0,28.0,0.0,21.0,13.0,26.5,28.5,26.5,20.5,11.0,20.0,19,0
4993804,37.775913,-122.43877,5,4.5,994.96002,98,10,10,10,10,10,10,9.75,4.5,8.5,14.0,12.0,11.333333,12.666667,10.666667,11.333333,12.333333,6.0,6.25,39,1
16986349,37.776562,-122.40851,0,1.0,281.17999,97,10,10,10,10,9,9,5.0,23.0,13.0,15.0,9.0,7.0,14.0,4.0,3.0,16.0,4.0,0.0,13,1
17213134,37.68795,-122.45815,1,1.0,64.300003,96,10,10,10,10,9,10,18.0,23.0,20.0,29.0,29.0,30.0,31.0,31.0,29.0,18.0,21.0,23.0,13,0
5004641,37.881905,-122.28113,1,1.0,118.27,97,10,10,9,9,10,9,0.0,0.0,0.0,2.3333333,5.6666665,9.5,10.666667,12.333333,0.5,12.5,0.0,0.25,34,0
488359,37.762142,-122.43148,1,1.0,208.91,99,10,10,10,10,10,10,20.75,18.75,20.0,17.666666,15.333333,24.0,24.333334,20.0,20.25,25.75,12.5,14.5,44,0
3697605,38.1082,-122.59898,1,1.0,200.0,100,10,10,10,10,10,10,5.0,4.0,3.25,1.5,6.3333335,2.0,4.5,13.0,7.6666665,12.5,5.0,2.5,35,0
9214000,37.977497,-121.85089,1,2.0,75.0,97,10,10,10,10,10,10,0.0,0.0,3.0,0.0,0.0,9.5,0.0,2.5,0.0,2.5,2.3333333,0.0,29,0
6958622,37.493202,-122.23672,2,1.0,146.91,97,10,10,10,10,10,10,26.333334,23.666666,29.333334,23.0,26.0,21.0,27.0,26.0,28.666666,26.333334,25.333334,26.0,34,0
10998250,37.805351,-122.42158,1,1.0,115.78,98,10,10,10,10,10,10,14.5,12.0,15.5,17.5,15.0,18.5,27.0,25.5,25.5,16.5,24.0,14.5,23,0
12686648,37.57476,-122.32726,1,1.0,126.46,88,9,9,8,10,9,9,14.0,26.0,12.0,0.0,10.0,13.0,16.5,21.0,16.5,28.0,18.0,15.0,17,1
4857330,37.91452,-122.02875,1,1.0,73.220001,92,10,10,10,10,10,10,4.6666665,2.0,5.3333335,11.0,7.5,8.0,8.5,14.5,13.0,12.333333,12.666667,1.25,30,0
1408932,37.743889,-122.41129,1,1.0,158.25,97,10,10,10,10,9,10,12.333333,7.3333335,10.0,8.0,12.0,11.0,20.0,21.666666,16.333334,12.333333,8.0,18.666666,33,0
13627165,37.861019,-122.24551,1,1.0,133.19,98,10,10,10,10,10,10,14.0,4.0,4.5,20.0,16.0,4.0,20.0,21.0,17.5,23.5,13.0,7.0,21,0
6940848,37.556141,-122.25069,3,2.0,335.35001,90,9,9,9,7,10,8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.3333333,7.3333335,6.6666665,27,0
13284332,37.787281,-122.41148,0,1.0,249.22,98,10,10,10,10,10,10,6.0,14.0,22.0,16.0,12.0,8.5,12.5,25.0,22.0,26.0,8.5,18.0,16,1
6985413,37.747017,-121.90332,1,1.0,71.0,99,10,10,10,10,10,10,13.333333,15.0,23.333334,16.0,20.5,27.0,22.0,19.0,12.333333,13.666667,13.333333,13.333333,32,0
9307132,37.804703,-122.4108,0,1.0,226.27,100,10,10,10,10,10,10,27.5,22.0,14.0,14.0,12.0,19.5,21.0,24.0,14.0,10.0,19.0,14.5,20,1
16521232,37.584743,-122.00306,2,1.0,76.75,97,10,10,10,10,9,10,6.0,8.5,14.5,11.0,12.0,23.0,16.0,16.0,18.0,1.0,3.0,10.0,15,0
8306266,37.779888,-122.40288,1,1.0,204.58,100,10,10,10,10,10,10,0.0,3.5,3.5,1.0,0.0,2.5,7.0,3.0,3.5,4.0,1.0,2.0,25,0
23611,37.745564,-122.41207,1,0.5,111.94,98,10,10,10,10,9,10,8.75,9.75,15.0,14.0,20.333334,14.666667,22.333334,20.666666,18.0,16.0,4.0,6.25,42,0
1273812,37.813568,-122.2033,1,1.0,65.099998,100,10,10,10,10,10,10,7.0,0.75,7.0,12.5,3.3333333,3.5,11.5,5.0,5.5,17.5,4.6666665,11.5,30,0
2178509,37.741276,-122.42155,1,2.0,118.4,98,10,10,10,10,10,10,19.5,20.75,27.25,25.0,26.0,28.333334,27.666666,27.333334,27.25,28.0,18.75,25.0,43,0
14870319,37.563049,-121.96886,1,1.0,45.740002,100,10,10,10,10,10,10,18.5,28.0,24.5,16.0,23.0,30.0,20.0,29.0,23.5,22.5,15.0,13.5,19,0
15423501,37.545834,-122.33711,0,1.0,144.0,99,10,10,10,10,10,10,10.5,12.5,14.0,6.0,14.0,5.0,16.0,17.0,28.0,16.5,13.5,21.5,18,0
5785159,37.888508,-122.5393,3,2.0,309.95001,97,10,10,9,10,9,10,22.0,18.5,21.0,20.0,24.0,21.0,29.0,22.0,23.0,27.0,22.5,23.5,19,1
708731,37.782211,-122.43708,1,1.0,122.89,94,10,10,10,10,10,9,16.25,18.333334,22.333334,25.5,22.0,21.0,26.333334,23.5,25.5,20.0,14.0,16.75,41,0
14611926,37.754856,-122.42989,3,1.0,356.23001,96,10,10,9,10,10,10,17.0,2.0,19.0,23.0,15.0,15.0,7.0,3.0,15.0,12.5,0.0,14.0,14,1
7548762,37.785408,-122.40845,1,1.0,80.800003,89,9,9,9,9,10,9,9.666667,8.333333,18.333334,5.5,3.5,7.0,9.5,4.0,11.5,18.5,3.5,15.0,27,0
3360688,37.807449,-122.24742,2,1.0,149.64,97,10,10,10,10,10,10,20.5,19.0,23.25,19.333334,26.666666,23.333334,26.333334,29.0,18.5,22.25,18.5,14.0,43,0
7937120,37.467545,-122.14983,1,1.0,102.95,87,10,9,8,10,8,8,1.0,11.0,0.0,1.0,20.0,18.0,17.0,4.0,8.0,22.0,6.6666665,0.0,19,0
681521,37.799721,-122.42588,1,1.0,125.18,97,10,10,9,10,10,10,5.5,13.666667,13.666667,3.3333333,12.333333,17.0,19.333334,26.0,18.75,20.25,8.75,7.75,42,0
8597021,37.730404,-122.43331,1,1.0,115.76,98,10,10,10,10,10,9,7.6666665,9.0,15.0,8.5,14.5,22.5,27.5,26.0,17.5,10.333333,15.0,13.333333,30,0
4417901,37.79929,-122.4063,1,0.0,111.53,91,10,9,9,10,9,9,15.75,16.25,14.5,15.0,14.666667,17.0,14.333333,10.666667,12.0,9.0,15.0,7.5,42,0
17016637,37.735226,-122.481,1,1.0,107.36,98,10,10,10,10,9,9,12.0,18.0,16.5,2.0,25.0,23.0,26.0,24.0,28.0,17.0,9.0,8.0,13,0
886900,37.902977,-122.5554,1,1.0,73.18,90,10,9,9,10,10,9,11.5,16.75,21.5,13.666667,22.333334,22.666666,21.333334,21.333334,17.0,19.0,20.25,18.25,42,0
9868667,37.496593,-122.29798,2,2.5,206.83,97,10,10,10,10,10,10,0.5,15.0,13.0,24.0,21.0,21.0,27.0,4.5,13.5,11.0,4.0,9.5,23,0
15346876,37.804783,-122.4209,1,1.0,184.25999,99,10,10,10,10,10,10,19.0,14.5,14.0,27.0,27.0,29.0,29.0,30.0,29.0,22.0,22.5,5.0,18,1
6989027,37.894207,-122.2701,0,1.0,173.33,99,10,10,10,10,10,10,1.0,4.0,5.6666665,8.5,7.0,6.5,8.333333,7.6666665,7.6666665,13.0,5.0,12.666667,33,0
1955735,37.787121,-122.41592,1,1.0,133.19,96,10,10,10,9,10,10,0.0,0.0,0.5,1.5,0.0,4.5,8.0,13.5,3.5,0.0,0.0,2.0,24,0
470686,37.767307,-122.42542,1,1.0,175.10001,98,10,10,10,10,10,10,15.333333,11.333333,14.666667,20.5,8.0,15.0,27.0,22.5,14.75,23.25,13.0,8.0,40,0
7362200,37.643101,-122.4942,1,1.0,92.459999,92,10,9,10,10,9,9,13.666667,20.0,22.5,24.0,21.0,27.5,21.666666,24.0,20.333334,20.666666,13.333333,20.333334,30,0
9351225,37.783218,-122.41963,1,1.0,152.23,90,10,10,9,10,8,9,15.0,17.0,25.5,17.0,14.0,15.5,27.0,20.0,18.0,11.5,12.0,20.5,21,1
14732863,37.983547,-122.08459,1,1.0,68.129997,92,10,9,9,10,9,9,6.0,7.0,1.0,2.0,8.0,19.0,16.0,0.0,14.0,16.0,4.0,10.0,12,0
4105958,37.756542,-122.46642,1,1.0,136.44,97,10,10,10,10,10,10,22.25,19.0,27.0,25.0,24.333334,26.333334,26.333334,22.0,20.75,22.0,14.25,14.25,43,0
7026729,37.950611,-122.0695,2,1.0,227.75999,85,10,9,9,9,9,8,4.0,13.5,8.666667,8.0,26.0,17.5,17.333334,30.333334,9.333333,20.0,17.0,5.0,28,1
2278262,37.462093,-122.26703,1,1.0,99.040001,98,10,10,10,10,10,10,26.75,26.25,28.5,28.0,27.333334,26.666666,29.333334,25.0,22.5,23.75,22.5,22.25,44,0
3386884,37.658497,-122.46305,3,2.5,329.87,98,10,10,10,10,10,10,0.66666669,1.0,1.0,3.6666667,7.3333335,19.333334,13.333333,12.25,5.25,3.75,1.6666666,2.0,39,0
12855674,37.796661,-122.43222,4,2.0,590.44,92,10,9,9,10,10,9,19.0,13.5,27.0,25.0,19.5,20.0,26.5,25.5,25.0,25.5,20.5,26.5,22,1
3687608,37.751175,-122.41217,1,1.0,206.25999,97,10,10,10,10,10,10,10.333333,8.333333,5.6666665,6.5,6.0,8.0,20.5,18.0,18.5,17.0,2.0,5.5,30,0
1701997,37.858967,-122.24085,1,1.0,79.269997,97,10,10,10,10,10,10,6.0,17.5,17.0,17.666666,20.333334,17.333334,10.0,11.75,13.0,21.5,11.5,6.75,43,0
17211646,37.786541,-122.41469,1,0.0,98.809998,92,10,9,8,10,9,9,11.0,8.0,3.5,20.0,19.0,26.0,24.0,28.0,23.0,25.0,13.0,10.0,13,1
3924524,37.75843,-122.40184,0,1.0,138.56,94,10,10,10,10,9,10,15.333333,16.666666,23.5,20.0,22.5,26.0,28.0,18.0,26.0,17.5,16.0,19.666666,33,0
3039435,37.875481,-122.44965,1,1.0,212.19,98,10,10,10,10,10,10,5.3333335,8.333333,4.3333335,10.5,15.5,14.5,17.5,16.5,25.0,15.5,9.5,3.6666667,28,0
17498012,37.639378,-122.416,1,1.0,159.84,96,10,10,10,10,9,10,18.0,26.0,16.0,25.0,30.0,25.0,16.0,14.0,28.0,18.0,24.0,28.0,13,1
6304080,37.839409,-122.28486,1,1.5,55.0,99,10,10,10,10,10,10,2.3333333,0.0,0.66666669,0.0,3.6666667,3.0,4.0,3.0,0.0,0.0,2.0,6.5,27,0
178532,37.775562,-122.45498,1,2.0,171.06,96,10,10,9,10,10,10,0.75,4.5,9.25,6.0,9.0,13.0,7.6666665,11.0,16.75,12.5,9.75,4.75,44,0
9740718,37.593483,-122.51138,4,2.5,520.98999,85,9,9,9,9,9,9,7.0,28.0,11.0,7.0,13.0,20.5,21.5,23.5,10.5,20.5,11.0,12.0,24,1
2208135,37.803078,-122.42319,1,1.5,252.78,98,10,10,10,10,10,10,5.3333335,0.0,9.5,8.0,4.6666665,6.0,0.0,2.5,5.0,10.0,2.0,0.0,24,1
6117147,37.753185,-122.50099,1,1.0,158.72,97,10,10,10,10,10,10,17.666666,18.666666,24.0,13.333333,14.333333,14.0,22.0,20.666666,21.666666,14.333333,8.0,10.333333,36,0
9512362,37.70665,-122.45363,1,2.0,75.419998,97,10,10,10,10,9,10,22.333334,8.0,11.0,9.0,16.0,23.0,25.0,27.5,22.0,19.0,4.5,14.666667,27,0
6186641,37.79863,-122.23532,1,1.0,85.0,100,10,10,10,10,10,10,4.6666665,5.6666665,2.0,2.5,4.5,14.0,9.5,11.5,17.0,5.5,8.5,8.0,27,0
1462428,37.768532,-122.43183,1,1.0,203.03,85,9,9,9,10,10,8,19.0,17.333334,19.666666,17.0,20.333334,18.666666,18.0,17.0,17.0,17.333334,11.333333,15.666667,36,1
2532967,37.885834,-122.28867,1,1.0,86.099998,94,10,10,10,10,10,10,14.0,6.6666665,7.25,9.666667,10.0,9.0,14.5,15.75,9.666667,12.333333,12.333333,8.5,35,0
4933787,37.755531,-122.48307,1,1.0,106.67,91,10,10,9,10,9,9,11.0,13.5,17.0,13.0,7.3333335,3.6666667,9.0,15.0,3.0,6.0,0.0,1.3333334,28,0
2060852,37.500111,-122.27979,4,3.0,612.71002,98,10,10,10,10,10,10,14.0,11.0,15.5,11.0,15.0,22.5,27.0,12.5,20.0,20.5,16.0,11.5,23,1
789518,37.430019,-122.43766,5,4.0,1520.0,100,10,10,10,10,10,10,1.0,0.0,5.5,0.0,2.0,5.0,14.0,12.0,11.0,6.0,4.0,2.0,18,1
10501802,37.745171,-122.47276,1,1.0,120.49,84,9,9,9,10,9,7,1.0,7.0,1.5,6.0,3.5,16.0,17.0,17.5,9.5,15.0,4.5,0.5,23,0
14323715,37.69693,-121.85835,1,1.0,100.59,98,10,10,10,10,10,10,20.0,9.0,10.5,17.0,24.0,28.0,26.0,15.0,20.0,22.0,18.5,19.0,20,0
13603043,37.75388,-122.43229,1,1.0,257.29999,100,10,10,10,10,10,9,25.0,14.0,21.0,28.0,15.0,14.0,21.5,25.5,22.5,24.5,5.0,7.0,22,1
9155785,37.834602,-122.26897,1,2.0,59.849998,92,10,10,9,10,9,10,30.0,26.0,29.333334,29.0,28.0,28.5,30.5,30.5,30.0,30.0,21.333334,28.0,29,0
8612967,37.795517,-122.41065,3,2.0,566.78003,96,10,10,10,10,10,9,13.333333,19.333334,16.333334,20.5,20.5,22.0,26.0,25.0,16.0,19.333334,18.666666,17.333334,30,1
7275084,37.760742,-122.4436,1,1.0,121.61,100,10,10,10,10,10,10,8.0,22.0,24.0,20.0,29.0,27.5,30.0,27.0,25.0,23.0,19.666666,18.333334,27,0
14341212,37.85952,-122.27858,1,1.0,45.139999,97,10,10,9,10,10,10,21.0,13.5,25.5,27.0,30.0,10.0,1.0,22.0,17.5,31.0,27.0,18.0,19,0
15835324,37.758144,-122.22729,3,2.0,317.89001,93,10,9,9,10,10,9,11.5,11.5,22.0,12.0,20.0,18.0,25.0,25.0,24.0,18.0,7.5,22.5,17,1
14466652,37.730469,-122.15039,1,1.0,100.0,100,10,10,10,10,10,10,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.5,1.0,0.0,5.5,0.5,20,0
9098249,37.906658,-122.54895,3,3.0,905.45001,100,10,10,10,10,10,10,17.666666,20.0,24.333334,26.5,27.5,21.5,19.0,20.5,17.0,22.0,17.666666,14.333333,29,1
4269254,37.78297,-122.43156,1,1.0,162.0,98,10,10,10,10,9,10,18.75,16.0,20.25,18.666666,24.0,23.333334,25.0,21.666666,23.666666,21.5,16.0,16.0,42,0
16315286,37.912014,-122.31471,1,1.0,108.36,100,10,10,10,10,10,10,2.0,0.0,15.0,21.0,31.0,0.0,20.0,22.0,15.0,17.0,0.0,0.0,12,0
5260816,37.787224,-122.40817,1,1.0,94.550003,88,9,9,9,9,9,9,21.333334,17.75,22.5,9.333333,14.666667,13.333333,24.333334,26.5,23.5,30.0,21.666666,24.0,35,0
3549398,37.756435,-122.4408,1,1.0,108.03,99,10,10,10,10,10,10,21.25,20.75,25.25,26.666666,26.0,22.666666,25.0,28.75,22.75,24.25,18.25,20.5,44,0
17157954,37.748104,-122.40576,2,1.0,249.10001,96,10,10,9,10,10,9,19.0,9.0,14.5,11.0,6.0,0.0,10.0,7.0,28.0,22.0,18.0,17.0,13,1
1751857,37.904697,-122.55195,1,1.0,148.78,96,10,10,10,10,10,10,16.0,19.75,20.25,20.0,24.0,18.666666,22.666666,24.5,19.25,17.25,18.5,17.75,44,0
6987656,37.76796,-122.42497,1,1.5,84.989998,92,10,9,9,10,10,9,22.0,23.0,24.0,25.5,25.0,13.666667,26.0,28.0,21.0,18.0,9.0,30.0,24,0
61333,37.772636,-122.42111,1,1.0,214.95,93,10,9,9,10,9,9,10.0,9.75,8.333333,11.666667,18.333334,11.0,15.0,18.25,19.0,21.25,8.5,6.0,43,0
8277406,37.686279,-122.49553,1,1.0,76.769997,88,9,9,9,9,9,9,3.3333333,4.6666665,8.333333,12.5,15.5,18.5,26.5,19.0,11.333333,12.333333,11.5,12.5,29,0
6882048,37.450523,-122.18366,2,1.0,200.72,89,10,9,9,10,10,9,0.0,10.0,18.0,14.0,24.5,12.333333,15.333333,16.0,3.3333333,9.5,15.0,11.0,24,1
16815870,37.487556,-122.2618,1,1.0,84.510002,100,10,10,10,10,10,10,8.0,19.5,15.0,15.0,22.0,23.0,14.0,22.0,19.0,13.0,11.0,11.0,15,0
8826172,37.876423,-122.26596,3,1.0,260.17001,96,10,10,9,10,10,10,3.5,12.0,25.5,17.0,20.0,29.5,14.5,14.0,20.0,18.0,16.0,14.0,24,1
4959980,37.756126,-122.48456,2,1.0,227.14999,90,10,9,9,10,9,9,20.25,21.5,25.25,19.333334,26.0,22.666666,26.666666,28.666666,24.0,26.333334,16.333334,16.75,40,1
14763705,37.719315,-122.45635,2,1.0,171.49001,98,10,10,10,10,9,10,24.5,22.5,27.5,23.0,26.0,28.0,28.0,30.0,17.0,27.5,26.0,25.5,19,0
296928,37.889977,-122.25827,1,1.0,115.78,93,9,10,9,10,9,9,25.75,21.75,23.5,22.333334,20.666666,24.0,24.666666,25.333334,20.666666,16.0,20.666666,22.25,41,0
4350056,37.892052,-122.26641,1,1.0,124.09,96,10,9,10,10,9,10,0.0,0.0,6.0,6.0,16.333334,12.666667,8.0,9.333333,14.666667,7.5,2.0,0.0,32,0
4782281,37.760315,-122.42886,2,1.0,198.32001,90,9,9,10,10,10,9,26.0,20.25,28.25,25.666666,26.333334,25.666666,27.333334,27.0,27.666666,29.0,18.0,22.0,41,0
8674249,38.033619,-122.58083,1,1.0,64.5,99,10,10,10,10,10,10,6.6666665,3.6666667,5.6666665,4.0,16.0,19.5,18.0,20.5,14.5,11.666667,9.333333,8.0,30,0
9780615,37.761372,-122.50359,1,1.0,160.71001,96,10,10,10,10,10,10,20.0,19.0,23.666666,14.0,25.0,27.5,28.5,25.5,27.0,23.0,19.5,15.666667,27,0
140568,37.738735,-122.41624,1,1.0,95.900002,97,10,10,10,10,9,10,4.0,1.3333334,17.0,17.0,4.0,9.5,14.0,14.0,13.0,15.666667,14.666667,7.5,32,0
10997057,37.985985,-122.57729,1,1.0,80.0,100,10,10,10,10,10,10,12.0,6.3333335,6.6666665,13.5,11.0,15.5,16.0,30.0,3.0,10.0,14.0,0.0,20,0
11017342,37.699013,-121.8791,1,1.0,1109.09,100,10,10,10,10,10,10,10.0,2.0,3.0,0.5,1.5,1.0,4.0,4.0,6.0,5.0,6.0,8.0,21,1
940095,37.864864,-122.2942,1,1.0,81.959999,96,10,10,10,10,9,10,17.0,20.75,21.75,17.666666,19.0,23.333334,6.0,3.75,22.0,20.25,22.75,12.25,43,0
10450345,37.702808,-122.46425,1,1.0,71.370003,89,9,9,9,9,9,9,12.666667,17.0,16.0,14.5,30.0,27.0,28.0,15.5,15.0,30.0,15.0,31.0,21,0
17778645,37.51873,-122.2948,2,1.0,168.32001,96,10,10,10,10,10,10,23.0,27.0,11.5,0.0,7.0,27.0,26.0,28.0,22.0,27.0,30.0,16.0,13,1
9260368,37.861412,-122.28501,1,1.0,95.0,96,10,10,10,10,10,10,8.0,9.666667,14.666667,10.5,8.0,16.0,22.5,25.5,23.0,11.0,7.6666665,9.5,28,0
10837294,37.34705,-122.19631,1,1.0,128.28,100,10,10,10,10,10,10,0.0,0.0,0.0,6.0,9.0,8.5,5.0,6.0,0.0,1.0,11.0,18.0,20,0
14918534,37.794037,-122.42088,2,1.5,294.89999,99,10,10,10,10,10,10,31.0,15.0,31.0,29.0,31.0,30.0,29.0,29.0,14.5,9.5,10.0,22.5,18,1
15179182,37.739056,-122.38538,2,1.0,227.55,97,10,10,10,10,9,10,26.0,24.5,27.5,28.0,29.0,27.0,25.0,30.0,30.0,20.0,15.5,27.0,18,1
10549810,37.864906,-122.29581,1,1.0,83.519997,83,10,9,9,9,9,9,15.0,24.666666,22.666666,17.0,25.5,20.5,17.0,29.0,29.0,24.0,21.0,21.5,24,0
11068624,37.859722,-122.25067,1,1.0,138.53999,84,9,9,8,9,10,8,9.0,7.0,15.0,7.5,21.5,13.5,21.5,21.5,4.0,16.0,15.0,9.0,21,1
10223337,37.810844,-122.20756,2,1.0,123.74,96,10,10,10,10,10,10,15.0,24.0,13.0,17.0,26.0,25.5,30.0,26.5,29.0,27.0,24.5,26.5,25,0
1721354,37.768135,-122.44629,2,1.0,411.85999,100,10,10,10,10,10,9,0.0,0.0,4.0,0.0,2.0,4.3333335,2.6666667,4.75,3.75,3.0,1.6666666,2.0,37,0
14240737,37.704742,-122.46358,0,1.0,99.970001,87,10,10,10,10,9,9,13.0,18.5,23.5,30.0,21.0,24.0,28.0,27.0,22.0,17.0,8.0,2.0,15,1
7143032,37.786213,-122.40967,1,1.0,90.879997,86,8,9,9,9,10,9,21.333334,24.0,29.666666,24.5,18.0,16.5,21.333334,28.5,26.5,29.5,23.0,23.333334,30,0
11297447,37.798492,-122.40408,1,0.0,76.330002,96,10,10,9,10,10,10,14.5,10.666667,14.0,14.5,14.0,15.5,20.5,15.5,16.5,16.5,15.5,9.5,26,0
7005082,37.526939,-122.2976,4,2.0,451.07001,93,10,10,10,10,10,10,13.666667,12.333333,11.666667,3.5,6.5,5.5,9.666667,16.333334,10.333333,11.0,13.333333,8.333333,33,1
132441,37.739738,-122.423,1,1.0,106.93,95,9,10,10,10,9,10,3.5,9.0,6.25,14.0,15.333333,15.0,9.666667,15.0,10.0,13.0,4.0,5.5,42,0
9453360,37.885429,-122.2579,1,1.0,104.37,99,10,10,10,10,10,10,4.0,19.0,15.0,20.0,14.0,0.0,20.0,23.0,14.0,22.0,20.0,10.0,19,0
13014186,37.775578,-122.17858,3,2.0,289.20999,88,10,9,8,10,9,9,12.0,5.0,12.5,13.0,12.0,18.0,20.0,12.5,16.0,13.5,14.5,8.0,23,1
5007820,37.764858,-122.4251,2,1.0,360.5,89,9,10,9,9,10,9,9.0,10.333333,8.5,21.666666,10.666667,16.666666,27.0,20.666666,15.0,20.0,17.666666,14.0,39,1
9451101,37.918396,-122.70525,1,1.0,159.56,95,10,10,10,10,10,9,0.33333334,0.0,1.0,6.0,4.0,7.0,19.0,10.0,8.0,8.0,2.5,0.66666669,19,0
29557,37.779308,-122.50518,1,1.0,155.0,99,10,10,10,10,10,10,14.666667,13.0,15.333333,23.0,23.0,27.0,25.0,26.0,28.0,28.0,26.5,28.5,20,0
13543040,37.852612,-122.27715,1,1.0,93.470001,99,10,10,10,10,9,10,29.0,23.0,25.0,26.0,22.0,23.0,20.0,30.0,23.0,0.0,23.0,24.0,12,0
1724819,37.758598,-122.45049,2,2.0,378.10001,97,10,10,10,10,10,10,13.0,14.0,14.333333,11.333333,15.0,22.0,24.0,21.333334,19.666666,19.75,13.0,18.666666,40,1
16710475,37.759937,-122.39899,1,1.0,171.61,98,10,10,10,10,10,10,27.0,28.0,13.0,11.0,22.0,23.0,28.0,28.0,20.0,30.0,12.0,15.0,13,1
16944005,37.960335,-122.515,1,1.0,33.810001,84,8,8,9,10,10,10,16.0,28.0,6.0,1.0,0.0,0.0,2.0,25.0,10.0,9.0,11.0,0.0,12,0
10710782,37.847462,-122.24951,2,2.0,315.79001,97,10,10,10,10,10,9,0.0,2.0,9.5,2.0,5.0,7.0,5.0,4.5,6.5,3.5,0.0,4.0,21,1
13843165,37.785809,-122.44624,1,1.0,189.57001,84,10,9,8,9,10,9,0.0,3.0,25.0,30.0,10.0,19.0,22.5,21.5,20.0,15.0,9.0,10.0,15,1
17462541,37.807423,-122.22847,1,1.0,93.589996,88,10,9,9,10,9,9,15.0,18.0,11.0,23.0,20.0,18.0,12.0,16.0,18.0,20.0,25.0,22.0,13,1
12087632,37.576557,-122.3345,3,1.0,311.54001,99,10,10,10,10,10,10,20.5,21.5,12.0,24.0,22.5,23.5,22.5,25.5,22.5,23.0,22.5,26.0,24,1
5420565,37.749001,-122.4066,1,1.5,81.830002,93,10,10,9,10,9,9,30.5,2.0,18.0,23.333334,26.333334,17.333334,25.0,27.5,22.0,30.5,15.5,15.5,28,0
